I%M/ˆ`<æ=a>iié\md¸a§=¬	LœÁKHþtemp,light,hum
22.40,13.33,71.40
22.40,13.33,71.40
22.40,16.67,71.40
22.40,13.33,71.40
22.40,10.00,65.90
21.80,10.00,65.90
21.80,10.00,65.90
21.80,13.33,65.90
21.80,16.67,65.90
21.80,13.33,65.90
21.80,16.67,65.90
21.80,10.00,65.90
21.80,16.67,65.90
22.60,13.33,73.30
22.60,13.33,73.30
22.60,10.00,73.30
22.60,10.00,73.30
22.60,13.33,73.30
22.60,16.67,73.30
22.60,13.33,73.30
22.60,10.00,73.30
22.60,10.00,73.30
22.30,10.00,68.10
22.30,10.00,68.10
22.30,13.33,68.10
22.30,13.33,68.10
22.30,10.00,68.10
22.30,13.33,68.10
22.30,10.00,68.10
22.30,10.00,68.10
22.20,13.33,71.60
22.20,13.33,71.60
22.20,10.00,71.60
22.20,10.00,71.60
22.20,16.67,71.60
22.20,10.00,71.60
22.20,13.33,71.60
22.20,13.33,71.60
22.20,13.33,71.60
22.10,13.33,71.00
22.10,13.33,71.00
22.10,10.00,71.00
22.10,13.33,71.00
22.10,10.00,71.00
22.10,16.67,71.00
22.10,16.67,71.00
22.10,13.33,71.00
22.20,10.00,71.10
22.20,13.33,71.10
22.20,10.00,71.10
22.20,10.00,71.10
22.20,16.67,71.10
22.20,10.00,71.10
22.20,13.33,71.10
22.20,13.33,71.10
22.20,16.67,71.10
22.10,10.00,71.20
22.10,16.67,71.20
22.10,13.33,71.20
22.10,13.33,71.20
22.10,13.33,71.20
22.10,10.00,71.20
22.10,10.00,71.20
22.10,10.00,71.20
22.60,13.33,67.70
22.60,16.67,67.70
22.60,10.00,67.70
22.60,13.33,67.70
22.60,16.67,67.70
22.60,10.00,67.70
22.60,10.00,67.70
22.60,10.00,67.70
22.60,10.00,67.70
22.30,13.33,69.60
22.30,10.00,69.60
22.30,13.33,69.60
22.30,10.00,69.60
22.30,13.33,69.60
22.30,10.00,69.60
22.30,13.33,69.60
22.30,10.00,69.60
22.30,10.00,70.40
22.30,10.00,70.10
22.30,13.33,70.10
22.30,13.33,70.10
22.30,13.33,70.10
22.30,16.67,70.10
22.30,10.00,70.10
22.30,10.00,70.10
22.30,16.67,70.10
22.20,10.00,71.50
22.20,10.00,71.50
22.20,10.00,71.50
22.20,10.00,71.50
22.20,10.00,71.50
22.20,13.33,71.50
22.20,10.00,71.50
22.20,13.33,71.50
22.20,10.00,71.50
22.50,16.67,71.30
22.50,13.33,71.30
22.50,16.67,71.30
22.50,13.33,71.30
22.50,13.33,71.30
22.50,13.33,71.30
22.50,13.33,71.30
22.50,10.00,71.30
22.60,13.33,68.20
22.60,10.00,68.20
22.60,10.00,68.20
22.60,13.33,68.20
22.60,10.00,68.20
22.60,10.00,68.20
22.60,13.33,68.20
22.60,10.00,68.20
22.60,13.33,68.20
22.10,10.00,72.80
22.10,10.00,72.80
22.10,10.00,72.80
22.10,10.00,72.80
22.10,10.00,72.80
22.10,10.00,72.80
22.10,10.00,72.80
22.10,10.00,72.80
22.70,10.00,70.70
22.70,13.33,70.70
22.70,10.00,70.70
22.70,13.33,70.70
22.70,13.33,70.70
22.70,13.33,70.70
22.70,13.33,70.70
22.70,13.33,70.70
22.70,10.00,70.70
22.60,13.33,69.70
22.60,13.33,69.70
22.60,10.00,69.70
22.60,13.33,69.70
22.60,10.00,69.70
22.60,13.33,69.70
22.60,10.00,69.70
22.60,10.00,69.70
22.40,13.33,70.40
22.40,13.33,70.40
22.40,13.33,70.40
22.40,13.33,70.40
22.40,13.33,70.40
22.40,10.00,70.40
22.40,10.00,70.40
22.40,10.00,70.40
22.40,10.00,70.40
22.60,10.00,72.50
22.60,10.00,72.50
22.60,10.00,72.50
22.60,10.00,72.50
22.60,10.00,72.50
22.60,13.33,72.50
22.60,16.67,72.50
22.60,10.00,72.50
22.60,13.33,72.50
22.50,10.00,66.00
22.50,10.00,66.00
22.50,10.00,66.00
22.50,13.33,66.00
22.50,10.00,66.00
22.50,10.00,66.00
22.50,13.33,66.00
22.50,10.00,66.00
22.50,10.00,69.50
22.50,10.00,69.50
22.50,10.00,69.50
22.50,10.00,69.50
22.50,10.00,69.50
22.50,13.33,69.50
22.50,10.00,69.50
22.50,10.00,69.50
22.50,10.00,69.50
22.60,16.67,71.40
22.60,10.00,71.40
22.60,13.33,71.40
22.60,10.00,71.40
22.60,10.00,71.40
22.60,13.33,71.40
22.60,16.67,71.40
22.60,10.00,71.40
22.60,13.33,69.60
22.60,13.33,69.60
22.60,10.00,69.60
22.60,10.00,69.60
22.60,10.00,69.60
22.60,10.00,69.60
22.60,13.33,69.60
22.60,10.00,69.60
22.60,13.33,69.60
22.80,13.33,72.80
22.80,13.33,72.80
22.80,10.00,72.80
22.80,13.33,72.80
22.80,10.00,72.80
22.80,13.33,72.80
22.80,13.33,72.80
22.80,13.33,72.80
22.70,13.33,70.40
22.70,13.33,70.40
22.70,13.33,70.40
22.70,10.00,70.40
22.70,10.00,70.40
22.70,10.00,70.40
22.70,13.33,70.40
22.70,10.00,70.40
22.70,13.33,70.40
22.50,13.33,70.50
22.50,10.00,70.50
22.50,10.00,70.50
22.50,13.33,70.50
22.50,10.00,70.50
22.50,10.00,70.50
22.50,13.33,70.50
22.50,13.33,70.50
22.20,10.00,68.10
22.20,10.00,68.10
22.20,10.00,68.10
22.20,10.00,68.10
22.20,6.67,68.10
22.20,10.00,68.10
22.20,10.00,68.10
22.20,10.00,68.10
22.20,10.00,68.10
22.30,10.00,72.30
22.30,13.33,72.30
22.30,10.00,72.30
22.30,10.00,72.30
22.30,10.00,72.30
22.30,10.00,72.30
22.30,10.00,72.30
22.30,10.00,72.30
22.30,10.00,72.30
22.60,10.00,71.20
22.60,10.00,71.20
22.60,10.00,71.20
22.60,13.33,71.20
22.60,10.00,71.20
22.60,10.00,71.20
22.60,10.00,71.20
22.60,10.00,71.20
22.50,13.33,67.90
22.50,13.33,67.90
22.50,13.33,67.90
22.50,10.00,67.90
22.50,10.00,67.90
22.50,10.00,67.90
22.50,10.00,67.90
22.50,6.67,67.90
22.50,10.00,67.90
22.50,10.00,67.80
22.50,10.00,67.80
22.50,10.00,67.80
22.50,13.33,67.80
22.50,6.67,67.80
22.50,10.00,67.80
22.50,10.00,67.80
22.50,6.67,67.80
22.60,13.33,69.10
22.60,10.00,69.10
22.60,10.00,69.10
22.60,10.00,69.10
22.60,10.00,69.10
22.60,13.33,69.10
22.60,10.00,69.10
22.60,10.00,69.10
22.60,13.33,69.10
22.60,10.00,70.30
22.60,13.33,70.30
22.60,6.67,70.30
22.60,10.00,70.30
22.60,10.00,70.30
22.60,10.00,70.30
22.60,10.00,70.30
22.60,10.00,70.30
22.50,6.67,72.40
22.50,10.00,72.40
22.50,10.00,72.40
22.50,10.00,72.40
22.50,10.00,72.40
22.50,10.00,72.40
22.50,13.33,72.40
22.50,10.00,72.40
22.50,10.00,72.40
22.70,13.33,71.50
22.70,13.33,71.50
22.70,6.67,71.50
22.70,10.00,71.50
22.70,13.33,71.50
22.70,10.00,71.50
22.70,10.00,71.50
22.70,13.33,71.50
22.40,10.00,65.30
22.40,13.33,65.30
22.40,6.67,65.30
22.40,13.33,65.30
22.40,10.00,65.30
22.40,6.67,65.30
22.40,10.00,65.30
22.40,10.00,65.30
22.40,10.00,65.30
22.70,10.00,69.40
22.70,6.67,69.40
22.70,13.33,69.40
22.70,6.67,69.40
22.70,10.00,69.40
22.70,13.33,69.40
22.70,10.00,69.40
22.70,13.33,69.40
22.70,10.00,69.40
22.90,13.33,68.40
22.90,13.33,68.40
22.90,13.33,68.40
22.90,10.00,68.40
22.90,13.33,68.40
22.90,10.00,68.40
22.90,10.00,68.40
22.90,13.33,68.40
22.30,10.00,71.20
22.30,10.00,71.20
22.30,10.00,71.20
22.30,13.33,71.20
22.30,13.33,71.20
22.30,10.00,71.20
22.30,10.00,71.20
22.30,10.00,71.20
22.30,10.00,71.20
22.50,6.67,70.40
22.50,10.00,70.40
22.50,10.00,70.40
22.50,13.33,70.40
22.50,10.00,70.40
22.50,6.67,70.40
22.50,6.67,70.40
22.50,10.00,70.40
22.80,10.00,68.90
22.80,10.00,68.90
22.80,10.00,68.90
22.80,10.00,68.90
22.80,10.00,68.90
22.80,10.00,68.90
22.80,10.00,68.90
22.80,10.00,68.90
22.80,10.00,68.90
22.90,10.00,70.60
22.90,10.00,70.60
22.90,6.67,70.60
22.90,10.00,70.60
22.90,13.33,70.60
22.90,6.67,70.60
22.90,6.67,70.60
22.90,10.00,70.60
22.80,10.00,69.00
22.80,10.00,69.00
22.80,10.00,69.00
22.80,6.67,69.00
22.80,10.00,69.00
22.80,10.00,69.00
22.80,10.00,69.00
22.80,6.67,69.00
22.80,10.00,69.00
22.70,6.67,69.20
22.70,10.00,69.20
22.70,10.00,69.20
22.70,6.67,69.20
22.70,6.67,69.20
22.70,10.00,69.20
22.70,10.00,69.20
22.70,10.00,69.20
22.70,10.00,69.20
22.70,10.00,67.00
22.70,10.00,67.00
22.70,13.33,67.00
22.70,10.00,67.00
22.70,10.00,67.00
22.70,13.33,67.00
22.70,10.00,67.00
22.70,10.00,67.00
22.50,10.00,71.30
22.50,13.33,71.30
22.50,13.33,71.30
22.50,6.67,71.30
22.50,10.00,71.30
22.50,10.00,71.30
22.50,10.00,71.30
22.50,10.00,71.30
22.50,10.00,71.30
22.80,6.67,70.50
22.80,13.33,70.50
22.80,10.00,70.50
22.80,6.67,70.50
22.80,10.00,70.50
22.80,10.00,70.50
22.80,10.00,70.50
22.80,6.67,70.50
22.60,6.67,71.40
22.60,6.67,71.40
22.60,10.00,71.40
22.60,6.67,71.40
22.60,10.00,71.40
22.60,6.67,71.40
22.60,6.67,71.40
22.60,6.67,71.40
22.60,13.33,71.40
22.60,10.00,69.50
22.60,10.00,69.50
22.60,6.67,69.50
22.60,13.33,69.50
22.60,13.33,69.50
22.60,10.00,69.50
22.60,10.00,69.50
22.60,6.67,69.50
22.70,6.67,70.50
22.70,13.33,70.50
22.70,13.33,70.50
22.70,6.67,70.50
22.70,10.00,70.50
22.70,6.67,70.50
22.70,10.00,70.50
22.70,10.00,70.50
22.70,10.00,70.50
22.60,13.33,73.30
22.60,6.67,73.30
22.60,10.00,73.30
22.60,10.00,73.30
22.60,10.00,73.30
22.60,10.00,73.30
22.60,6.67,73.30
22.60,10.00,73.30
22.80,10.00,66.50
22.80,13.33,66.50
22.80,6.67,66.50
22.80,6.67,66.50
22.80,10.00,66.50
22.80,10.00,66.50
22.80,6.67,66.50
22.80,10.00,66.50
22.80,10.00,66.50
22.70,13.33,72.20
22.70,13.33,72.20
22.70,13.33,72.20
22.70,10.00,72.20
22.70,6.67,72.20
22.70,10.00,72.20
22.70,6.67,72.20
22.70,6.67,72.20
22.70,10.00,72.20
23.00,6.67,70.60
23.00,10.00,70.60
23.00,6.67,70.60
23.00,6.67,70.60
23.00,6.67,70.60
23.00,10.00,70.60
23.00,13.33,70.60
23.00,10.00,70.60
22.40,10.00,71.80
22.40,6.67,71.80
22.40,10.00,71.80
22.40,10.00,71.80
22.40,10.00,71.80
22.40,10.00,71.80
22.40,10.00,71.80
22.40,10.00,71.80
22.40,6.67,71.80
22.90,6.67,67.50
22.90,6.67,67.50
22.90,6.67,67.50
22.90,6.67,67.50
22.90,6.67,67.50
22.90,6.67,67.50
22.90,6.67,67.50
22.90,6.67,67.50
22.90,6.67,71.50
22.90,6.67,71.50
22.90,6.67,71.50
22.90,10.00,71.50
22.90,10.00,71.50
22.90,10.00,71.50
22.90,10.00,71.50
22.90,10.00,71.50
22.90,10.00,71.50
23.10,6.67,70.30
23.10,13.33,70.30
23.10,6.67,70.30
23.10,10.00,70.30
23.10,6.67,70.30
23.10,10.00,70.30
23.10,10.00,70.30
23.10,6.67,70.30
22.60,6.67,73.00
22.60,6.67,73.00
22.60,6.67,73.00
22.60,6.67,73.00
22.60,10.00,73.00
22.60,6.67,73.00
22.60,6.67,73.00
22.60,6.67,73.00
22.60,6.67,73.00
23.10,10.00,68.70
23.10,6.67,68.70
23.10,10.00,68.70
23.10,10.00,68.70
23.10,6.67,68.70
23.10,13.33,68.70
23.10,6.67,68.70
23.10,6.67,68.70
23.10,6.67,69.50
22.90,13.33,69.50
22.90,10.00,69.50
22.90,10.00,69.50
22.90,13.33,69.50
22.90,10.00,69.50
22.90,10.00,69.50
22.90,6.67,69.50
22.90,10.00,69.50
22.70,10.00,71.60
22.70,10.00,71.60
22.70,6.67,71.60
22.70,6.67,71.60
22.70,6.67,71.60
22.70,10.00,71.60
22.70,6.67,71.60
22.70,6.67,71.60
22.70,13.33,71.60
22.80,6.67,70.40
22.80,10.00,70.40
22.80,10.00,70.40
22.80,6.67,70.40
22.80,10.00,70.40
22.80,10.00,70.40
22.80,10.00,70.40
22.80,6.67,70.40
23.00,10.00,69.40
23.00,13.33,69.40
23.00,10.00,69.40
23.00,10.00,69.40
23.00,6.67,69.40
23.00,6.67,69.40
23.00,10.00,69.40
23.00,6.67,69.40
23.00,6.67,69.40
22.70,6.67,70.70
22.70,6.67,70.70
22.70,10.00,70.70
22.70,6.67,70.70
22.70,10.00,70.70
22.70,6.67,70.70
22.70,6.67,70.70
22.70,10.00,70.70
22.90,13.33,70.20
22.90,6.67,70.20
22.90,10.00,70.20
22.90,6.67,70.20
22.90,6.67,70.20
22.90,10.00,70.20
22.90,10.00,70.20
22.90,13.33,70.20
22.90,6.67,70.20
22.60,10.00,70.80
22.60,6.67,70.80
22.60,10.00,70.80
22.60,6.67,70.80
22.60,6.67,70.80
22.60,10.00,70.80
22.60,6.67,70.80
22.60,6.67,70.80
22.70,6.67,70.70
22.70,6.67,70.70
22.70,13.33,70.70
22.70,13.33,70.70
22.70,10.00,70.70
22.70,6.67,70.70
22.70,10.00,70.70
22.70,10.00,70.70
22.70,6.67,70.70
23.10,6.67,70.70
23.10,6.67,70.70
23.10,10.00,70.70
23.10,6.67,70.70
23.10,6.67,70.70
23.10,10.00,70.70
23.10,10.00,70.70
23.10,6.67,70.70
23.10,6.67,70.70
23.20,6.67,66.00
23.20,6.67,66.00
23.20,6.67,66.00
23.20,10.00,66.00
23.20,10.00,66.00
23.20,6.67,66.00
23.20,6.67,66.00
23.20,10.00,66.00
22.80,6.67,70.80
22.80,6.67,70.80
22.80,6.67,70.80
22.80,6.67,70.80
22.80,6.67,70.80
22.80,10.00,70.80
22.80,6.67,70.80
22.80,10.00,70.80
22.80,10.00,70.80
22.70,13.33,70.60
22.70,10.00,70.60
22.70,6.67,70.60
22.70,6.67,70.60
22.70,13.33,70.60
22.70,10.00,70.60
22.70,10.00,70.60
22.70,6.67,70.60
22.90,6.67,69.90
22.90,10.00,69.90
22.90,10.00,69.90
22.90,13.33,69.90
22.90,13.33,69.90
22.90,6.67,69.90
22.90,10.00,69.90
22.90,10.00,69.90
22.90,6.67,69.90
22.70,6.67,70.30
22.70,6.67,70.30
22.70,6.67,70.30
22.70,10.00,70.30
22.70,10.00,70.30
22.70,10.00,70.30
22.70,6.67,70.30
22.70,10.00,70.30
23.00,10.00,69.60
23.00,6.67,69.60
23.00,6.67,69.60
23.00,10.00,69.60
23.00,6.67,69.60
23.00,6.67,69.60
23.00,10.00,69.60
23.00,6.67,69.60
23.00,10.00,69.60
22.90,10.00,70.70
22.90,10.00,70.70
22.90,6.67,70.70
22.90,6.67,70.70
22.90,10.00,70.70
22.90,6.67,70.70
22.90,10.00,70.70
22.90,6.67,70.70
22.90,10.00,69.40
22.90,10.00,69.40
22.90,10.00,69.40
22.90,10.00,69.40
22.90,6.67,69.40
22.90,6.67,69.40
22.90,10.00,69.40
22.90,6.67,69.40
22.90,6.67,69.40
23.20,10.00,70.40
23.20,6.67,70.40
23.20,6.67,70.40
23.20,10.00,70.40
23.20,6.67,70.40
23.20,6.67,70.40
23.20,10.00,70.40
23.20,6.67,70.40
23.20,10.00,70.40
22.70,10.00,73.40
22.70,6.67,73.40
22.70,3.33,73.40
22.70,6.67,73.40
22.70,13.33,73.40
22.70,10.00,73.40
22.70,6.67,73.40
22.70,6.67,73.40
22.90,6.67,68.60
22.90,6.67,68.60
22.90,6.67,68.60
22.90,6.67,68.60
22.90,10.00,68.60
22.90,6.67,68.60
22.90,10.00,68.60
22.90,10.00,68.60
22.90,10.00,68.60
23.20,13.33,70.00
23.20,6.67,70.00
23.20,6.67,70.00
23.20,6.67,70.00
23.20,6.67,70.00
23.20,10.00,70.00
23.20,6.67,70.00
23.20,10.00,70.00
23.10,13.33,70.60
23.10,6.67,70.60
23.10,10.00,70.60
23.10,10.00,70.60
23.10,10.00,70.60
23.10,10.00,70.60
23.10,6.67,70.60
23.10,10.00,70.60
23.10,6.67,70.60
22.60,10.00,72.60
22.60,10.00,72.60
22.60,6.67,72.60
22.60,6.67,72.60
22.60,6.67,72.60
22.60,6.67,72.60
22.60,6.67,72.60
22.60,10.00,72.60
22.80,6.67,69.20
22.80,6.67,69.20
22.80,6.67,69.20
22.80,6.67,69.20
22.80,10.00,69.20
22.80,10.00,69.20
22.80,6.67,69.20
22.80,6.67,69.20
22.80,10.00,69.20
23.10,10.00,73.70
23.10,6.67,73.70
23.10,6.67,73.70
23.10,6.67,73.70
23.10,6.67,73.70
23.10,10.00,73.70
23.10,6.67,73.70
23.10,6.67,73.70
23.00,6.67,70.00
23.00,10.00,70.00
23.00,6.67,70.00
23.00,6.67,70.00
23.00,6.67,70.00
23.00,10.00,70.00
23.00,6.67,70.00
23.00,6.67,70.00
23.00,6.67,70.00
23.10,6.67,67.20
23.10,3.33,67.20
23.10,10.00,67.20
23.10,10.00,67.20
23.10,6.67,67.20
23.10,6.67,67.20
23.10,6.67,67.20
23.10,6.67,67.20
23.10,10.00,67.20
22.70,6.67,72.20
22.70,3.33,72.20
22.70,6.67,72.20
22.70,6.67,72.20
22.70,6.67,72.20
22.70,6.67,72.20
22.70,6.67,72.20
22.70,6.67,72.20
22.90,6.67,71.80
22.90,6.67,71.80
22.90,6.67,71.80
22.90,6.67,71.80
22.90,10.00,71.80
22.90,6.67,71.80
22.90,6.67,71.80
22.90,10.00,71.80
22.90,6.67,71.80
23.30,10.00,71.20
23.30,6.67,71.20
23.30,6.67,71.20
23.30,6.67,71.20
23.30,6.67,71.20
23.30,10.00,71.20
23.30,6.67,71.20
23.30,6.67,71.20
23.20,13.33,70.60
23.20,6.67,70.60
23.20,6.67,70.60
23.20,6.67,70.60
23.20,6.67,70.60
23.20,6.67,70.60
23.20,6.67,70.60
23.20,10.00,70.60
23.20,6.67,70.60
22.90,6.67,70.70
22.90,10.00,70.70
22.90,6.67,70.70
22.90,6.67,70.70
22.90,6.67,70.70
22.90,6.67,70.70
22.90,6.67,70.70
22.90,6.67,70.70
23.10,10.00,67.00
23.10,6.67,67.00
23.10,6.67,67.00
23.10,6.67,67.00
23.10,10.00,67.00
23.10,6.67,67.00
23.10,10.00,67.00
23.10,6.67,67.00
23.10,10.00,67.00
23.00,6.67,71.80
23.00,6.67,71.80
23.00,6.67,71.80
23.00,6.67,71.80
23.00,13.33,71.80
23.00,10.00,71.80
23.00,10.00,71.80
23.00,10.00,71.80
23.00,6.67,71.80
23.30,10.00,68.10
23.30,10.00,68.10
23.30,6.67,68.10
23.30,3.33,68.10
23.30,10.00,68.10
23.30,6.67,68.10
23.30,10.00,68.10
23.30,6.67,68.10
23.20,6.67,70.80
23.20,6.67,70.80
23.20,6.67,70.80
23.20,10.00,70.80
23.20,6.67,70.80
23.20,6.67,70.80
23.20,6.67,70.80
23.20,6.67,70.80
23.20,6.67,70.80
23.20,6.67,73.30
23.20,6.67,73.30
23.20,6.67,73.30
23.20,6.67,73.30
23.20,6.67,73.30
23.20,10.00,73.30
23.20,6.67,73.30
23.20,10.00,73.30
22.90,6.67,71.90
22.90,6.67,71.90
22.90,6.67,71.90
22.90,10.00,71.90
22.90,6.67,71.90
22.90,10.00,71.90
22.90,10.00,71.90
22.90,6.67,71.90
22.90,6.67,71.90
23.30,6.67,69.00
23.30,6.67,69.00
23.30,6.67,69.00
23.30,6.67,69.00
23.30,6.67,69.00
23.30,6.67,69.00
23.30,10.00,69.00
23.30,6.67,69.00
23.10,6.67,70.20
23.10,6.67,70.20
23.10,10.00,70.20
23.10,10.00,70.20
23.10,10.00,70.20
23.10,6.67,70.20
23.10,6.67,70.20
23.10,6.67,70.20
23.10,13.33,70.20
23.30,10.00,74.90
23.30,6.67,74.90
23.30,10.00,74.90
23.30,10.00,74.90
23.30,10.00,74.90
23.30,6.67,74.90
23.30,6.67,74.90
23.30,6.67,74.90
23.40,6.67,68.80
23.40,6.67,68.80
23.40,6.67,68.80
23.40,6.67,68.80
23.40,10.00,68.80
23.40,6.67,68.80
23.40,6.67,68.80
23.40,3.33,68.80
23.40,10.00,68.80
23.30,6.67,70.80
23.30,10.00,70.80
23.30,3.33,70.80
23.30,10.00,70.80
23.30,6.67,70.80
23.30,10.00,70.80
23.30,6.67,70.80
23.30,10.00,70.80
23.30,6.67,70.80
23.30,6.67,72.10
23.30,6.67,72.10
23.30,10.00,72.10
23.30,6.67,72.10
23.30,6.67,72.10
23.30,6.67,72.10
23.30,6.67,72.10
23.30,6.67,72.10
23.00,6.67,71.30
23.00,6.67,71.30
23.00,10.00,71.30
23.00,6.67,71.30
23.00,6.67,71.30
23.00,6.67,71.30
23.00,6.67,71.30
23.00,6.67,71.30
23.00,10.00,71.30
23.30,6.67,70.70
23.30,6.67,70.70
23.30,10.00,70.70
23.30,6.67,70.70
23.30,10.00,70.70
23.30,10.00,70.70
23.30,10.00,70.70
23.30,6.67,70.70
23.20,10.00,70.20
23.20,6.67,70.20
23.20,6.67,70.20
23.20,10.00,70.20
23.20,6.67,70.20
23.20,6.67,70.20
23.20,6.67,70.20
23.20,6.67,70.20
23.20,10.00,70.20
23.10,6.67,68.20
23.10,6.67,68.20
23.10,6.67,68.20
23.10,6.67,68.20
23.10,6.67,68.20
23.10,6.67,68.20
23.10,10.00,68.20
23.10,6.67,68.20
23.00,6.67,71.00
23.00,6.67,71.00
23.00,6.67,71.00
23.00,6.67,71.00
23.00,6.67,71.00
23.00,6.67,71.00
23.00,6.67,71.00
23.00,6.67,71.00
23.00,13.33,71.00
23.20,10.00,69.20
23.20,6.67,69.20
23.20,10.00,69.20
23.20,10.00,69.20
23.20,10.00,69.20
23.20,6.67,69.20
23.20,10.00,69.20
23.20,6.67,69.20
23.20,10.00,69.60
23.30,6.67,69.60
23.30,6.67,69.60
23.30,6.67,69.60
23.30,10.00,69.60
23.30,6.67,69.60
23.30,6.67,69.60
23.30,6.67,69.60
23.30,6.67,69.60
23.30,10.00,69.40
23.30,6.67,69.40
23.30,10.00,69.40
23.30,10.00,69.40
23.30,6.67,69.40
23.30,10.00,69.40
23.30,6.67,69.40
23.30,6.67,69.40
23.30,10.00,69.40
23.00,6.67,71.10
23.00,10.00,71.10
23.00,6.67,71.10
23.00,6.67,71.10
23.00,10.00,71.10
23.00,6.67,71.10
23.00,6.67,71.10
23.00,6.67,71.10
23.10,6.67,72.10
23.10,10.00,72.10
23.10,6.67,72.10
23.10,10.00,72.10
23.10,6.67,72.10
23.10,6.67,72.10
23.10,6.67,72.10
23.10,6.67,72.10
23.10,6.67,72.10
23.20,6.67,70.70
23.20,3.33,70.70
23.20,6.67,70.70
23.20,10.00,70.70
23.20,6.67,70.70
23.20,6.67,70.70
23.20,6.67,70.70
23.20,6.67,70.70
23.00,3.33,67.80
23.00,13.33,67.80
23.00,3.33,67.80
23.00,10.00,67.80
23.00,6.67,67.80
23.00,10.00,67.80
23.00,10.00,67.80
23.00,10.00,67.80
23.00,6.67,67.80
23.30,6.67,71.70
23.30,6.67,71.70
23.30,6.67,71.70
23.30,6.67,71.70
23.30,6.67,71.70
23.30,6.67,71.70
23.30,3.33,71.70
23.30,6.67,71.70
23.50,3.33,69.40
23.50,6.67,69.40
23.50,10.00,69.40
23.50,6.67,69.40
23.50,3.33,69.40
23.50,6.67,69.40
23.50,6.67,69.40
23.50,6.67,69.40
23.50,6.67,69.40
23.00,6.67,72.00
23.00,6.67,72.00
23.00,6.67,72.00
23.00,10.00,72.00
23.00,10.00,72.00
23.00,6.67,72.00
23.00,6.67,72.00
23.00,10.00,72.00
23.00,10.00,72.00
23.40,10.00,70.30
23.40,6.67,70.30
23.40,6.67,70.30
23.40,6.67,70.30
23.40,6.67,70.30
23.40,10.00,70.30
23.40,6.67,70.30
23.40,10.00,70.30
23.10,3.33,71.40
23.10,6.67,71.40
23.10,10.00,71.40
23.10,6.67,71.40
23.10,6.67,71.40
23.10,10.00,71.40
23.10,6.67,71.40
23.10,6.67,71.40
23.10,13.33,71.40
23.00,6.67,71.80
23.00,6.67,71.80
23.00,6.67,71.80
23.00,6.67,71.80
23.00,10.00,71.80
23.00,6.67,71.80
23.00,6.67,71.80
23.00,10.00,71.80
23.30,10.00,72.30
23.30,6.67,72.30
23.30,6.67,72.30
23.30,3.33,72.30
23.30,10.00,72.30
23.30,10.00,72.30
23.30,6.67,72.30
23.30,10.00,72.30
23.30,10.00,72.30
23.10,10.00,67.00
23.10,6.67,67.00
23.10,10.00,67.00
23.10,6.67,67.00
23.10,6.67,67.00
23.10,6.67,67.00
23.10,3.33,67.00
23.10,6.67,67.00
23.10,10.00,72.30
23.10,6.67,72.30
23.10,3.33,72.30
23.10,6.67,72.30
23.10,6.67,72.30
23.10,3.33,72.30
23.10,10.00,72.30
23.10,6.67,72.30
23.10,6.67,72.30
23.60,10.00,70.70
23.60,6.67,70.70
23.60,6.67,70.70
23.60,6.67,70.70
23.60,6.67,70.70
23.60,6.67,70.70
23.60,6.67,70.70
23.60,10.00,70.70
23.40,6.67,65.30
23.40,10.00,65.30
23.40,6.67,65.30
23.40,6.67,65.30
23.40,10.00,65.30
23.40,3.33,65.30
23.40,10.00,65.30
23.40,6.67,65.30
23.40,6.67,65.30
23.40,6.67,69.40
23.40,6.67,69.40
23.40,6.67,69.40
23.40,6.67,69.40
23.40,6.67,69.40
23.40,6.67,69.40
23.40,3.33,69.40
23.40,3.33,69.40
23.40,10.00,69.40
23.60,6.67,72.70
23.60,6.67,72.70
23.60,10.00,72.70
23.60,6.67,72.70
23.60,6.67,72.70
23.60,6.67,72.70
23.60,10.00,72.70
23.60,6.67,72.70
23.50,10.00,68.50
23.50,10.00,68.50
23.50,6.67,68.50
23.50,6.67,68.50
23.50,6.67,68.50
23.50,10.00,68.50
23.50,6.67,68.50
23.50,3.33,68.50
23.50,6.67,68.50
23.60,6.67,71.30
23.60,10.00,71.30
23.60,3.33,71.30
23.60,10.00,71.30
23.60,10.00,71.30
23.60,6.67,71.30
23.60,10.00,71.30
23.60,6.67,71.30
23.40,3.33,69.80
23.40,6.67,69.80
23.40,6.67,69.80
23.40,6.67,69.80
23.40,6.67,69.80
23.40,6.67,69.80
23.40,6.67,69.80
23.40,6.67,69.80
23.40,6.67,69.80
23.30,6.67,69.50
23.30,6.67,69.50
23.30,6.67,69.50
23.30,6.67,69.50
23.30,6.67,69.50
23.30,6.67,69.50
23.30,3.33,69.50
23.30,6.67,69.50
23.40,6.67,73.10
23.40,10.00,73.10
23.40,6.67,73.10
23.40,10.00,73.10
23.40,6.67,73.10
23.40,6.67,73.10
23.40,6.67,73.10
23.40,6.67,73.10
23.40,3.33,73.10
23.20,6.67,71.30
23.20,6.67,71.30
23.20,10.00,71.30
23.20,6.67,71.30
23.20,10.00,71.30
23.20,3.33,71.30
23.20,6.67,71.30
23.20,10.00,71.30
23.20,6.67,67.30
23.30,10.00,67.30
23.30,3.33,67.30
23.30,6.67,67.30
23.30,3.33,67.30
23.30,3.33,67.30
23.30,10.00,67.30
23.30,3.33,67.30
23.30,6.67,67.30
23.40,6.67,70.90
23.40,10.00,70.90
23.40,6.67,70.90
